k_num,topico,posicao,theta,ano,fonte,subarea,trecho
4,"T4: Defesa, Forças Armadas e Operações de Paz",14,0.913,2022,CAPES,DEFESA,"O OBJETIVO GERAL DA PESQUISA É EXPLORAR O QUE CARACTERIZARIA UMA AGRESSÃO CIBERNÉTICA COMO ATO DE GUERRA E OS ELEMENTOS QUE ATÉ O MOMENTO IMPOSSIBILITARAM ESTA CARACTERIZAÇÃO. A DISSERTAÇÃO POSSUI O SEGUINTE PROBLEMA DE PESQUISA: POR QUE, ATÉ HOJE, NENHUMA AGRESSÃO CIBERNÉTICA FOI CONSIDERADA UM ATO DE GUERRA? EM 2012, THOMAS RID AFIRMOU QUE A GUERRA CIBERNÉTICA NUNCA OCORRERÁ, POIS EM SUA VISÃO, UM ATAQUE CIBERNÉTICO PODERÁ SER CLASSIFICADO APENAS COMO UM ATO DE SUBVERSÃO, ESPIONAGEM OU SA..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",15,0.912,2019,CAPES,DEFESA,"DE ACORDO COM A ESTRATÉGIA NACIONAL DE DEFESA BRASILEIRA DESTACAM-SE A LOGÍSTICA E MOBILIZAÇÃO COMO INDUTORES DE CAPACIDADES QUE AGREGAM VALOR SIGNIFICATIVO À DISSUASÃO. A MOBILIZAÇÃO ATUA NAS CARÊNCIAS DA LOGÍSTICA DE MODO A TRANSFORMAR POTENCIAL EM PODER, ATENDENDO ESPECIALMENTE ÀS NECESSIDADES DA ESFERA MILITAR. DENTRE OS SETORES DA MOBILIZAÇÃO MILITAR, ENCONTRA-SE A MOBILIZAÇÃO AEROESPACIAL COMO UM DOS PRINCIPAIS CONTRIBUINTES PARA A PRONTA-RESPOSTA A SITUAÇÕES DE CRISE OU CONFLITO. A PRI..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",16,0.911,2018,CAPES,DEFESA,"O BRASIL E O MUNDO ESTÃO PRESENCIANDO O CRESCIMENTO DA UTILIZAÇÃO DE SISTEMAS DE AERONAVES REMOTAMENTE PILOTADAS (RPAS), TANTO NO EMPREGO MILITAR QUANTO NO EMPREGO CIVIL, COM AS MAIS DIVERSAS FINALIDADES. COM ESSE CRESCIMENTO, SURGEM PREOCUPAÇÕES NO TOCANTE À SEGURANÇA DE VOO. NO ESTADO BRASILEIRO, COMPETE AO CENTRO DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS (CENIPA) REALIZAR A INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS, TANTO NA AVIAÇÃO CIVIL QUANTO NA MILITAR. UMA INVESTI..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",17,0.911,2020,CAPES,DEFESA,"POR MEIO DESTE TRABALHO SÃO ANALISADAS AS MEDIDAS JURÍDICAS E OS MEIOS DE SALVAGUARDAS UTILIZADOS PARA A PROTEÇÃO DO MATERIAL GENÉTICO ADVINDO DE BIODIVERSIDADE DA AMAZÔNIA AZUL, MAIS ESPECIFICAMENTE, LOCALIZADA NO LEITO E NO SUBSOLO DA PLATAFORMA CONTINENTAL BRASILEIRA. ESSE TEMA É IMPRESCINDÍVEL AO DESENVOLVIMENTO NACIONAL, VISTO QUE, POR MEIO DA ENGENHARIA GENÉTICA SÃO DESCOBERTAS NOVAS APLICAÇÕES PARA ESSES RECURSOS, OS QUAIS SÃO ABUNDANTES NO BRASIL, VISTO SER ESTE O PAÍS COM MAIOR BIODI..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",18,0.906,2014,CAPES,DEFESA,"OS AEROPORTOS TÊM SIDO COLOCADOS EM RISCO POR DIVERSOS TIPOS DE AMEAÇAS, SENDO QUE UMA DAS MAIS PREOCUPANTES DA SOCIEDADE, ATUALMENTE, É A AMEAÇA BIOLÓGICA. A IMPORTÂNCIA DO AEROPORTO SER UM ALVO ESTRATÉGICO E SEUS PROBLEMAS DE SEGURANÇA SÃO DISCUTIDOS, COM BASE NA IDENTIFICAÇÃO DAS NOVAS AMEAÇAS DO PÓS 11/09. O CRESCIMENTO DA IMPORTÂNCIA DE UMA REVISTA DE PASSAGEIROS E BAGAGEM DE FORMA ADEQUADA PELA SEGURANÇA DO AEROPORTO, MATERIALIZADOS POR PROCEDIMENTOS E NOVAS TECNOLOGIAS SÃO DESTACADOS N..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",19,0.902,2013,CAPES,DEFESA,"ESTE TRABALHO TRATA SOBRE A INFLUÊNCIA DA CULTURA ORGANIZACIONAL DA FORÇA TERRESTRE PARA A APLICAÇÃO DAS LIÇÕES APRENDIDAS NA INOVAÇÃO DOUTRINÁRIA. PRIMEIRAMENTE, SÃO DESCRITOS OS CONCEITOS QUE ENVOLVEM AS LIÇÕES APRENDIDAS, A DOUTRINA, A INOVAÇÃO DOUTRINÁRIA E A CULTURA ORGANIZACIONAL. NA SEQUÊNCIA, TRÊS CASOS HISTÓRICOS SÃO APRESENTADOS: O EXÉRCITO ALEMÃO E O EXÉRCITO FRANCÊS NO PERÍODO ENTRE-GUERRAS E O EXÉRCITO DE LIBERTAÇÃO POPULAR CHINÊS NO PERÍODO CONTEMPORÂNEO PÓS-GUERRA DO VIETNÃ. O ..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",20,0.9,2023,CAPES,DEFESA,"NO ÂMAGO DO CONCEITO DE GUERRA MODERNA, É NECESSÁRIO ENALTECER A IMPORTÂNCIA DAS OPERAÇÕES CONJUNTAS E/OU COMBINADAS, PARA ARTICULAR OS POTENCIAIS DE DIFERENTES FORÇAS ARMADAS, A FIM DE SE OBTER A MELHOR RESPOSTA PARA COMBATE NO FULL-SPECTRUM DAS OPERAÇÕES MILITARES. A INTEROPERABILIDADE, COMO A CAPACIDADE DE INTERCAMBIAR SERVIÇOS, ORDENS, INFORMAÇÕES, ETC., SURGE PARA INTEGRAR MEIOS AÉREOS E TERRESTRES EM DETERMINADAS AÇÕES DE FORÇA AÉREA, CUJO TOTAL DOMÍNIO SE VERIFICOU SER DE EXTREMA VALIA..."
5,"T5: Eleições, Partidos e Instituições Representativas",1,0.987,2018,CAPES,CP,O OBJETIVO DA PRESENTE DISSERTAÇÃO É ANALISAR OS FATORES DETERMINANTES DAS ESCOLHAS DE CARREIRAS DOS DEPUTADOS FEDERAIS BRASILEIROS DE ACORDO COM AS CARACTERÍSTICAS DOS DISTRITOS NOS QUAIS CONCORREM. NESTE ESTUDO É PROPOSTO UM MODELO DE ANÁLISE QUE PRIORIZA A DIMENSÃO ELEITORAL E SUAS IMPLICAÇÕES NAS ESCOLHAS DE CARREIRA DOS DEPUTADOS FEDERAIS BRASILEIROS A PARTIR DO ENFOQUE NAS DIFERENÇAS CONTEXTUAIS DE SEUS DISTRITOS. PARTE-SE DA PREMISSA DE QUE NEM TODOS OS POLÍTICOS EM TODOS OS ESTADOS CO...
5,"T5: Eleições, Partidos e Instituições Representativas",2,0.977,2017,OpenAlex,ARTIGO,"Resumo O objeto do artigo é a análise do desempenho eleitoral de 1.281 candidatos que disputaram eleições para presidente, governadores e prefeitos de capitais entre 2002 e 2014 no Brasil. Para tanto, utilizamos um conjunto de variáveis em um modelo de regressão linear múltipla com o objetivo de descrever os efeitos conjuntos do tempo de Horário Gratuito de Propaganda Eleitoral, dos gastos de campanha e da avaliação de governo sobre o desempenho dos candidatos. Os resultados mostram que depen..."
5,"T5: Eleições, Partidos e Instituições Representativas",3,0.976,2019,OpenAlex,ARTIGO,"RESUMO As explicações institucionalistas sobre o formato dos sistemas partidários asseveram que eleições presidenciais e congressuais coincidentes, na presença de pequeno número de candidatos presidenciais, reduz o número de partidos na disputa ao Legislativo. Não obstante a simultaneidade dos pleitos para deputado e presidente desde 1994, e a estabilização do número de candidatos presidenciais viáveis, a fragmentação partidária vem aumentando sistematicamente no Brasil. Este artigo procura e..."
5,"T5: Eleições, Partidos e Instituições Representativas",4,0.975,2019,OpenAlex,ARTIGO,"RESUMO Introdução: Este artigo trata do financiamento de campanhas no Brasil. Embora não faltem evidências de que as arrecadações de campanha estão associadas ao sucesso eleitoral, pouco se sabe sobre o quanto a intenção de voto pode afetar o montante arrecadado pelos candidatos. Nosso objetivo é investigar este fenômeno. Materiais e Métodos: A análise empírica foi realizada com dados de prestações de contas eleitorais dos 134 candidatos ao Senado Federal em 2014 e com resultados de pesquisas..."
5,"T5: Eleições, Partidos e Instituições Representativas",5,0.974,2020,CAPES,CP,"GRANDE PARTE DOS ESTUDOS SOBRE O PRESIDENCIALISMO TEM SE DEDICADO A COMPREENDER A CAPACIDADE DOS PRESIDENTES DE SUPERAR A NATUREZA INDUTORA DE CONFLITOS DESSE SISTEMA DE SEPARAÇÃO DE PODERES POR MEIO DA FORMAÇÃO DE COALIZÕES DE GOVERNO. ESSA DISSERTAÇÃO TEM COMO OBJETIVO ANALISAR AS CONFIGURAÇÕES DE COALIZÕES DE GOVERNO NO BRASIL, E O IMPACTO DA DINÂMICA DA FORMAÇÃO DESSAS NO PROCESSO DECISÓRIO. PRETENDEMOS EXAMINAR, EM QUE MEDIDA AS MUDANÇAS NOS PADRÕES NA FORMAÇÃO DE COALIZÕES DE GOVERNO, C..."
5,"T5: Eleições, Partidos e Instituições Representativas",6,0.973,2022,OpenAlex,ARTIGO,"RESUMEN Introdução: Quanto a competição intrapartidária afeta as decisões de carreira de políticos brasileiros? Sabemos que carreiras resultam da interação entre vontades individuais, de um lado, e estrutura de oportunidades políticas, de outro. As instâncias partidárias são elementos centrais nesta estrutura e moldam a composição das chapas em uma eleição, pois são o lugar inicial da disputa política. Nesse sentido, elas deveriam afetar as escolhas de carreira de vereadores brasileiros. Mate..."
5,"T5: Eleições, Partidos e Instituições Representativas",7,0.972,2018,CAPES,CP,"QUAL O EFEITO DA ALOCACAO DAS EMENDAS INDIVIDUAIS SOBRE A AMBICAO POLITICA DOS DEPUTADOS FEDERAIS BRASILEIROS? COM O OBJETIVO DE RESPONDER ESTA QUESTAO, ESTA DISSERTACAO BUSCA ESTIMAR O EFEITO DA ALOCACAO DE EMENDAS INDIVIDUAIS SOBRE A AMBICAO POLITICA DOS PARLAMENTARES BRASILEIROS. A INVESTIGACAO SE DEU SOBRE A 54A LEGISLATURA (2011 E 2015) DA CAMARA DOS DEPUTADOS, E ABRANGE DADOS SOBRE AS EMENDAS INDIVIDUAIS, O RESULTADO DE VOTACAO DOS DEPUTADOS E SUA EXPERIENCIA NA CAMARA DOS DEPUTADOS E E..."
5,"T5: Eleições, Partidos e Instituições Representativas",8,0.971,2006,CAPES,OUTROS,"Este trabalho trata dos vetos presidenciais ocorridos no Brasil entre outubro de 1988 e dezembro 2000. Seu objetivo é identificar eventos que estejam associados ao uso do veto pelo presidente, e que permitam prever com alguma precisão as chances de sua ocorrência. O universo de análise é composto pelos 1322 projetos aprovados no período, excluindo-se os projetos relativos ao Orçamento e aqueles de autoria do Judiciário. São observadas cerca de duas dezenas de variáveis, classificadas em dois ..."
5,"T5: Eleições, Partidos e Instituições Representativas",9,0.971,2021,CAPES,CP,"O AUMENTO DA MAGNITUDE DO DISTRITO CAUSA MAIOR FRAGMENTAÇÃO PARTIDÁRIA MESMO EM SISTEMAS DE REPRESENTAÇÃO PROPORCIONAL COM ELEVADO NÚMERO DE CADEIRAS EM DISPUTA? A LITERATURA IDENTIFICA OBSTÁCULOS AO COMPORTAMENTO ESTRATÉGICO DOS ATORES POLÍTICOS QUANDO A MAGNITUDE DO DISTRITO É MAIOR DO QUE CINCO CADEIRAS. COMO CONSEQUÊNCIA, ESPERA-SE QUE A RELAÇÃO POSITIVA ENTRE O NÚMERO DE CADEIRAS EM DISPUTA E O NÚMERO EFETIVO DE PARTIDOS TAMBÉM DESAPAREÇA NESTES CENÁRIOS. PARA VERIFICAR ESTA QUESTÃO, A P..."
5,"T5: Eleições, Partidos e Instituições Representativas",10,0.971,2016,CAPES,CP,"QUAL O EFEITO DOS PARTIDOS PEQUENOS SOBRE OS RESULTADOS ELEITORAIS? A LITERATURA ACADÊMICA ARGUMENTA QUE OS PARTIDOS PEQUENOS AFETAM OS RESULTADOS ELEITORAIS E A COMPETIÇÃO PARTIDÁRIA A PARTIR DA FRAGMENTAÇÃO PARTIDÁRIA, DA VOLATILIDADE ELEITORAL E DA DESPROPORCIONALIDADE. NOSSO OBJETIVO É ANALISAR A DIREÇÃO E A FORÇA DO IMPACTO DOS PARTIDOS PEQUENOS NESSAS TRÊS ÁREAS. EM TERMOS PRÁTICOS, TESTAMOS TRÊS HIPÓTESES: (1) OS PARTIDOS PEQUENOS EXERCEM UM EFEITO POSITIVO SOBRE A FRAGMENTAÇÃO PARTIDÁ..."
5,"T5: Eleições, Partidos e Instituições Representativas",11,0.971,2019,CAPES,CP,"ESTE TRABALHO INVESTIGA SE EXISTE RELAÇÃO ENTRE O DESEMPENHO ELEITORAL DOS DEPUTADOS ESTADUAIS E A APRESENTAÇÃO DE EMENDAS INDIVIDUAIS AO ORÇAMENTO ESTADUAL NOS ESTADOS DE MINAS GERAIS E DA PARAÍBA, NAS ÚLTIMAS DUAS LEGISLATURAS. NESSA PERSPECTIVA, FORAM UTILIZADOS MAPAS NO INTUITO DE SOBREPOR EM CAMADAS EMENDAS E PERCENTUAL DE VOTOS DE CADA DEPUTADO, COM O OBJETIVO DE VERIFICAR COMO SE DEU A ALOCAÇÃO DAS EMENDAS DE CADA UM EM CONTRASTE COM SEU PADRÃO DE VOTAÇÃO. DESSA FORMA, PÔDE-SE VERIFICA..."
5,"T5: Eleições, Partidos e Instituições Representativas",12,0.97,2016,OpenAlex,ARTIGO,"Há um grande número de estudos sobre o Partido dos Trabalhadores, abordando desde a sua origem, organização e dinâmica interna até a sua relação com o eleitorado. A legenda, ao longo dos anos, tem apresentado os maiores índices de preferência partidária vis-à-vis as demais, fenômeno esse conhecido como petismo. O artigo propõe-se a analisar a outra face desse fenômeno: a rejeição que parcela do eleitorado tem demonstrado a esse partido, o antipetismo. Queremos saber quem é o eleitor antipetis..."
5,"T5: Eleições, Partidos e Instituições Representativas",13,0.97,2014,OpenAlex,ARTIGO,"Este artigo analisa o uso de candidaturas para cargos mais altos, não só como evidência de ambição progressiva, mas também como fonte de benefícios eleitorais para o candidato. O argumento é que eleições alternadas para cargos nos diferentes níveis no sistema federativo permitem que até mesmo candidatos que perderam disputas por prefeituras tirem proveito da cobertura da campanha mais tarde na corrida por uma vaga na Câmara dos Deputados. A hipótese de que esse retorno eleitoral existe é test..."
5,"T5: Eleições, Partidos e Instituições Representativas",14,0.969,2022,CAPES,CP,"ESTE TRABALHO ESTUDA A GEOGRAFIA DO VOTO DOS DEPUTADOS FEDERAIS ELEITOS EM 2018 NO BRASIL, E SUA RELAÇÃO COM A PRODUÇÃO LEGISLATIVA NO PRIMEIRO ANO DE MANDATO. INICIALMENTE, ANALISA A COMPETIÇÃO ELEITORAL NOS MUNICÍPIOS E, EM SEGUIDA, CLASSIFICA OS DEPUTADOS EM QUATRO DIFERENTES PADRÕES ESPACIAIS DE VOTAÇÃO: CONCENTRADO/DOMINANTE, CONCENTRADO/COMPARTILHADO, FRAGMENTADO/DOMINANTE E FRAGMENTADO/COMPARTILHADO, ANALISANDO OS RESULTADOS NOS NÍVEIS ESTADUAIS, REGIONAIS E PARTIDÁRIOS, E COMPARANDO O..."
5,"T5: Eleições, Partidos e Instituições Representativas",15,0.968,2016,OpenAlex,ARTIGO,Resumo O artigo analisa o impacto das coalizões governativas nacionais e estaduais sobre a geografia do voto das eleições para a Câmara dos Deputados. O argumento central é que a clivagem governo-oposição tem forte impacto sobre a distribuição territorial de votos de partidos e candidatos. Candidatos cujos partidos participam simultaneamente de coalizões governativas nos níveis nacional e estadual apresentam probabilidade muito maior de dispersar os votos no território dos estados e dominar s...
5,"T5: Eleições, Partidos e Instituições Representativas",16,0.968,2013,CAPES,CP,"ESTE TRABALHO BUSCOU VERIFICAR SE O TAMANHO DAS COLIGAÇÕES PODERIA FAVORECER OU NÃO O DESEMPENHO ELEITORAL DOS CANDIDATOS. O RECORTE DA PESQUISA FORAM AS CANDIDATURAS PARA PREFEITO NAS 26 CAPITAIS BRASILEIRAS, NAS ELEIÇÕES DE 2000, 2004 E 2008. OS OBJETIVOS ESPECÍFICOS DESTE ESTUDO FORAM: VERIFICAR O PERFIL DAS COLIGAÇÕES QUANTO AO TAMANHO E ANALISAR A INFLUÊNCIA QUE AS VARIÁVEIS SITUAÇÃO DO CANDIDATO (INCUMBENTE SE CONCORRE À REELEIÇÃO OU DESAFIANTE SE NÃO CONCORRE À REELEIÇÃO); APOIO DO GOV..."
5,"T5: Eleições, Partidos e Instituições Representativas",17,0.967,2019,CAPES,CP,"ESTA PESQUISA TEM POR OBJETIVO COMPREENDER: (I) AS DIFERENTES FORMAS E TIPOS DE ENGAJAMENTO DOS PARLAMENTARES; (II) O QUE EXPLICA ESSAS DIFERENÇAS NO ENGAJAMENTO PARLAMENTAR. A DISSERTAÇÃO ANALISA OS DEPUTADOS FEDERAIS DA 54ª LEGISLATURA, OU SEJA, OS ELEITOS EM 2010. AVALIAR-SE-Á O ENGAJAMENTO DOS DEPUTADOS A PARTIR DAS PROPOSIÇÕES LEGISLATIVAS, POR MEIO DE EMENDAS LEGISLATIVAS E POR MEIO DA DOTAÇÃO ORÇAMENTÁRIA PROPOSTA NAS EMENDAS INDIVIDUAIS AO ORÇAMENTO. O ENGAJAMENTO DOS DEPUTADOS SERÁ E..."
5,"T5: Eleições, Partidos e Instituições Representativas",18,0.966,2024,OpenAlex,ARTIGO,"RESUMO Introdução: Estudos mostraram que a proibição de coligações partidárias em eleições proporcionais reduziu a fragmentação partidária nas Câmaras Municipais no Brasil em 2020. Todavia, eles se concentraram apenas no efeito da nova regra legal sobre o sistema partidário em nível local. Este artigo faz uma análise alternativa a fim de entender: 1) a influência do resultado eleitoral dos partidos em 2016 nas suas decisões de lançar candidatos em 2020; 2) o impacto do desempenho eleitoral de..."
5,"T5: Eleições, Partidos e Instituições Representativas",19,0.966,2019,CAPES,CP,"ESTA PESQUISA TEM COMO OBJETO AS COLIGAÇÕES ELEITORAIS PROPORCIONAIS FORMADAS VISANDO A ELEIÇÃO DE VEREADORES. O OBJETIVO FOI VERIFICAR SE MUDANÇAS NA MAGNITUDE DO DISTRITO ELEITORAL (QUANTIDADE DE CADEIRAS EM DISPUTA) AFETAM O COMPORTAMENTO PARTIDÁRIO, NO QUE DIZ RESPEITO À CONSISTÊNCIA IDEOLÓGICA DAS COLIGAÇÕES. NOSSA HIPÓTESE É A DE QUE NAS ELEIÇÕES EM QUE HÁ MAIS VAGAS EM DISPUTA A COMPETITIVIDADE PARA A OBTENÇÃO DE UMA CADEIRA É MENOR E NESTE CENÁRIO OS PARTIDOS POLÍTICOS TENDEM A UM COM..."
5,"T5: Eleições, Partidos e Instituições Representativas",20,0.966,2002,CAPES,OUTROS,"O objetivo desta dissertação é estudar em que circunstâncias os partidos decidem celebrar coligações no pleito proporcional, avaliando o impacto das alianças sobre o funcionamento do sistema eleitoral e sobre o formato do sistema partidário.....Depois de analisar a natureza das alianças nas eleições parlamentares de 1994 e 1998, demonstramos que são várias as variáveis que influem na decisão de um partido de se coligar. Um poderoso estimulante é a baixa magnitude do distrito eleitoral. Outro ..."
6,T6: Teoria e Pensamento Político,1,0.971,2014,CAPES,CP,"ESTE TRABALHO, DIVIDIDO EM TRÊS GRANDES PARTES, É UM ESFORÇO DE RECUPERAÇÃO INTELECTUAL DO CONCEITO DE SOBERANIA. O PONTO DE PARTIDA TEÓRICO DA TESE RESIDE NA ASSERTIVA DE QUE A POSSIBILIDADE DE SE PENSAR A POLÍTICA NA MODERNIDADE E NA CONTEMPORANEIDADE PASSA PELA NECESSIDADE DA AFIRMAÇÃO DE UM PRINCÍPIO DE SOBERANIA. RECONHEÇO, NUM PRIMEIRO MOMENTO, A IMPORTÂNCIA DE UMA BREVE RETOMADA DO SEU SENTIDO HISTÓRICO, REVISITANDO AS ORIGENS DO PENSAMENTO POLÍTICO MODERNO E ALI IDENTIFICANDO OS ELEME..."
6,T6: Teoria e Pensamento Político,2,0.969,2008,OpenAlex,ARTIGO,"O artigo compara as análises de Antonio Gramsci e Louis Althusser a partir de um objeto de reflexão comum - o pensamento de Nicolau Maquiavel - e, a partir disso, apresenta a teoria da história implícita em cada um. Para cumprir esse objetivo, fazemos a análise em três partes: 1) apresentamos os elementos que conferem unidade às análises de Maquiavel feitas por Gramsci e Althusser, discutindo também suas interpretações da obra maquiavélica; 2) apresentamos os elementos de ruptura entre as aná..."
6,T6: Teoria e Pensamento Político,3,0.969,2009,CAPES,CP,"Meu intento é analisar o lugar que Michel de Montaigne ocupa no quadro da cultura ocidental moderna. O primeiro desafio, portanto, é justificar e tornar plausível, além de teoricamente frutífero, uma noção a princípio tão banal como cultura ocidental moderna. Boa parte do trabalho  o segundo capítulo inteiro  é dedicada à tarefa de mostrar como a idéia de indivíduo é uma idéia que permite estabelecer, na medida do possível, um termo de comparação entre a cultura da modernidade e as outras..."
6,T6: Teoria e Pensamento Político,4,0.964,2004,OpenAlex,ARTIGO,"Este artigo propõe como objeto de análise a formação de uma concepção moderna de democracia no século XIX e as relações que essa concepção guarda com a afirmação de um novo paradigma de individualismo que chamo de individualismo romântico. Minha tese é de que esses dois eventos são mutuamente configuradores, ou seja, de que a conformação de novas instituições e de uma teoria moderna da democracia guardam íntimas relações com os pressupostos do novo paradigma de individualismo. O texto começa ..."
6,T6: Teoria e Pensamento Político,5,0.961,2009,OpenAlex,ARTIGO,"O artigo retoma um problema tradicional da teoria social, que e o da oposicao entre os conceitos de “classe social” e “elite”, ja discutido por autores como Aron, Wright Mills, Miliband, Bottomore, Giddens, Therborn, dentre outros. Nao se pretende apresentar aqui nenhuma contribuicao teorica original. Nosso objetivo, ao inves, e insistir nas vantagens analiticas e nas dificuldades praticas dessa juncao conceitual, procurando mostrar como o conceito de “elite de classe” torna possivel a operac..."
6,T6: Teoria e Pensamento Político,6,0.961,2007,OpenAlex,ARTIGO,"Na reflexão que Gramsci desenvolveu nos Quaderni del carcere, o tema da autonomia da política ocupa uma importante posição. Foi com base nessa reflexão que Gramsci desenvolveu sua pesquisa a respeito de política e da possibilidade de uma ciência política. Segundo Benedetto Croce, cabia a Nicolau Maquiavel o mérito de ter afirmado pela primeira vez a autonomia da política. Para Croce, essa autonomia permitia estabelecer uma distinção radical entre ética e política e entre ""filosofia da polític..."
6,T6: Teoria e Pensamento Político,7,0.961,2014,OpenAlex,ARTIGO,"O presente trabalho consiste num esforço analítico que pretende refletir sobre o terreno da normatividade em teoria política baseada na ontologia política presente na teoria do discurso de Ernesto Laclau. Nesse sentido, nosso objetivo principal é discutir criticamente as possibilidades normativas para a teoria política em geral a partir de uma teoria política pós-fundacional específica. Partimos da discussão que estabelece que o pensamento político de Laclau deve ser tomado de um ponto de vis..."
6,T6: Teoria e Pensamento Político,8,0.96,2020,CAPES,CP,"NOSSO OBJETIVO NESTA TESE É PROPOR UMA INTERPRETAÇÃO AMPLIADA DO CONCEITO DE IDEOLOGIA DOMINANTE NO ESTADO CAPITALISTA. PARA ISSO, PRIMEIRAMENTE ABORDAMOS AS RELAÇÕES ENTRE O ESTADO E A IDEOLOGIA CAPITALISTA COMO ESTRUTURAS NA FORMAÇÃO SOCIAL. APÓS, EXAMINAMOS A RESSIGNIFICAÇÃO DO CONCEITO DE IDEOLOGIA NA TEORIA POLÍTICA MARXISTA, CONTINUIDADES E RUPTURAS ACERCA DOS SENTIDOS ATRIBUÍDOS A ELE. EM SEGUIDA, BUSCAMOS TRANSPOR ESSA RESSIGNIFICAÇÃO PARA O CONCEITO ESPECÍFICO DE IDEOLOGIA DOMINANTE,..."
6,T6: Teoria e Pensamento Político,9,0.959,2013,CAPES,CP,"SCHEVISBISKI, RENATA S. A OBRA DA IDEOLOGIA E A IDEOLOGIA NA OBRA DE CLAUDE LEFORT. 2013, 220 F. TESE (DOUTORADO)  FACULDADE DE FILOSOFIA, LETRAS E CIÊNCIAS HUMANAS, UNIVERSIDADE DE SÃO PAULO, SÃO PAULO, 2013. ESTA TESE REALIZA UMA INVESTIGAÇÃO DA OBRA DE CLAUDE LEFORT (1924-2010), COM O OBJETIVO DE MOSTRAR QUE A IDEOLOGIA É CENTRAL NO ENTENDIMENTO, TANTO DO SEU PENSAMENTO, COMO DE SUA TEORIA DA DEMOCRACIA. PRESSUPÕE-SE QUE A IDEOLOGIA NÃO É SIMPLESMENTE UM OBJETO PRIVILEGIADO DE INTERPRET..."
6,T6: Teoria e Pensamento Político,10,0.959,2011,OpenAlex,ARTIGO,"O ensaio trata da distinção presente, no campo da reflexão política brasileira, entre um registro apresentado como científico e outro fundado na interpretação. Tal distinção acaba por retirar da variante interpretativa - designada ora como ""pensamento político brasileiro"", ora como ""interpretações do Brasil"" - a possibilidade de gerar efeitos de conhecimento, transformando os autores que a compõem mais em objetos a explicar do que em inspirações propriamente cognitivas. Por outro lado, a pret..."
6,T6: Teoria e Pensamento Político,11,0.958,2016,OpenAlex,ARTIGO,"Procuramos analisar, neste artigo, de que modo o termo revolução abandona seu conteúdo descritivo, ligado quer à metáfora astronômica quer à anakyklosis grega, para se tornar um conceito com forte caráter normativo ao longo do século XVII e, notadamente, durante a Revolução Francesa. Tomando Sieyès como pensador exemplar de uma concepção liberal, nossa intenção consiste em demonstrar de que modo esse autor articula o conceito de revolução à questão do tempo histórico. Ainda que esse conceito ..."
6,T6: Teoria e Pensamento Político,12,0.958,2001,CAPES,CP,"A idéia deste trabalho é contracenar concepções políticas e morais orientadas por modelos racionais abstratos, de caráter solipsista, de pretensão universalizante e atemporal, com as que são estruturadas narrativamente, de alcance provincial e situadas no tempo, amparadas na vida comum, instersubjetivamente compartilhada. Para abrir o diálogo entre estas duas tradições são utilizadas referências conceituais e teóricas de David Hume, realçando sua discussão entre a ""falsa"" e a ""verdadeira"" fil..."
6,T6: Teoria e Pensamento Político,13,0.957,2014,OpenAlex,ARTIGO,"A teoria política de Ernesto Laclau é uma das principais referências no campo da Ciência Política ao debate sobre o populismo e a democracia contemporânea, além de sua contribuição ao conceito de ideologia e na análise de discurso. Contudo, os estudos sobre este autor não têm explorado a influência do marxismo, sobretudo de Louis Althusser, em sua obra. O objetivo deste trabalho é resgatar essa influência e apontar o diálogo entre esses dois autores, tendo como elo os conceitos (que possuem c..."
6,T6: Teoria e Pensamento Político,14,0.957,2002,CAPES,OUTROS,"Este texto trata da trajetória do individualismo no pensamento político ocidental moderno. Procura analisar como a teoria política a partir de Maquiavel, perpassando os diferentes matizes do pensamento liberal (o contratualismo, o utilitarismo e a teoria da justiça de John Rawls) e a tradição alemã (representada por Hegel e Marx), procuram resolver os problemas inerentes à idéia de uma ordem fundada sobre o assentimento subjetivo e a persistência de elementos resistente.$ ao ordenamento objet..."
6,T6: Teoria e Pensamento Político,15,0.956,2001,CAPES,CP,"A tese tem por objetivo discutir as conexões entre a reflexão jurídico-política de Carl Schmitt e a sua crítica ao liberalismo, no período entre 1919 e 1933. Para tanto, tem-se em vista mostrar que a sua análise das idéias e instituições liberais pode ser considerada como uma espécie de modelo negativo a partir do qual ele elabora a sua própria imagem do mundo da política. O trabalho dá ênfase o caráter estruturalmente polêmico da teoria jurídico-política do autor, expondo alguns dos temas ce..."
6,T6: Teoria e Pensamento Político,16,0.956,2013,OpenAlex,ARTIGO,"O artigo busca discutir a democracia, tomando-a em sua dimensão mais radical, ou seja, como espaço e forma de relações de poder constituinte do povo. De outro lado, recorda que conceitual e analiticamente nascem juntos o princípio da soberania do povo e o do poder permanente de se constituir. A isto se une uma analogia conceitual entre poder constituinte e democracia à medida que ambos se referem e - não apenas isto - descrevem a ação coletiva de autolegislação e de automudança. Deste modo, d..."
